id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33
KET_12,0.8426969999999999,0.626667,3.837534,5.427093,0.641389,45.76109,0.626667,0.583333,4.0833330000000005,1.428869,0.093333,0.16,0.08,0.026667000000000003,0.10666700000000001,0.0,3.76,1.223684,9.375,6.25,1.5,0.333333,0.5,0.0,0.0,8.916667,8.25,13.375,2.75,3.9090910000000005,3.9813080000000003,3.5909089999999995,7.25
KET_13,0.855769,0.513966,4.862351,6.876403,0.48759399999999997,44.318283,0.5112359999999999,0.793103,18.241379000000002,3.020048,0.12921300000000002,0.123596,0.050562,0.028089999999999997,0.078652,0.014422999999999998,4.156424581005586,1.2247190000000001,10.470588000000001,6.846153999999999,1.529412,0.269231,0.41176499999999994,0.09615399999999999,0.147059,10.0,7.411764999999999,15.294118,3.1176470000000003,4.365079,4.05,4.0,7.534884
KET_14,0.87931,0.72549,5.181036,7.3270919999999995,0.614827,83.2821,0.72549,0.933333,13.066667,2.5560389999999997,0.137255,0.137255,0.137255,0.068627,0.205882,0.008621,4.382352941176471,1.411765,10.2,7.846153999999999,1.3,0.307692,0.4,0.230769,0.3,10.461538000000001,6.7,13.6,1.9,4.552239,4.147059,4.157895,7.685039
KET_15,0.773196,0.684211,4.217757,5.964809,0.653885,59.353053,0.68,1.0,10.0,2.236068,0.13333299999999998,0.253333,0.06666699999999999,0.026667000000000003,0.093333,0.0,4.276315789473684,1.311688,7.0,4.529412000000001,1.545455,0.470588,0.727273,0.058824,0.090909,5.0,7.181817999999999,7.727272999999999,2.090909,4.645569999999999,4.505882,4.173913,7.039216000000001
KET_16,0.8613860000000001,0.574713,5.360563,7.58098,0.5036689999999999,55.239114,0.574713,0.8064520000000001,20.16129,3.175003,0.143678,0.183908,0.045977,0.045977,0.091954,0.0,4.080459770114944,1.231638,12.428571,8.7,1.4285709999999998,0.3,0.428571,0.225,0.321429,13.65,10.785714,19.5,4.0,4.119205,4.047619,3.857143,8.42654
KET_17,0.8231290000000001,0.65873,5.228509,7.394228,0.567934,67.483181,0.644628,0.8,6.4,1.7888540000000002,0.066116,0.289256,0.049587,0.033058,0.08264500000000001,0.0,4.246031746031746,1.256198,13.444444,6.05,2.222222,0.05,0.11111099999999999,0.125,0.277778,6.75,14.666667000000002,15.0,7.0,4.696969999999999,4.066667,3.698413,7.2238809999999996
KET_18,0.761364,0.714286,4.225771,5.976143,0.67457,65.618851,0.701493,1.0,9.0,2.12132,0.134328,0.238806,0.074627,0.044775999999999996,0.119403,0.022727,3.5285714285714285,1.2,6.090909,4.785714,1.272727,0.14285699999999998,0.181818,0.07142899999999999,0.090909,5.714286,6.181818,7.272727000000001,2.090909,3.8970589999999996,3.3875,3.0,6.320988
KET_19,0.8685450000000001,0.595745,5.775958999999999,8.168439999999999,0.49647700000000006,62.015558,0.594595,0.9,16.2,2.84605,0.09729700000000001,0.19459500000000002,0.075676,0.06486499999999999,0.140541,0.014085,4.0585106382978715,1.3459459999999999,14.230769,8.409091,1.6923080000000001,0.227273,0.384615,0.204545,0.346154,11.181818,12.923077000000001,18.923077,5.692308000000001,4.39881,4.191057,4.297297,8.045662
KET_20,0.850877,0.7326729999999999,5.206622,7.363275,0.6178640000000001,85.91993000000001,0.731959,0.9285709999999999,12.071429,2.456769,0.134021,0.206186,0.103093,0.051546,0.154639,0.026316000000000003,4.02970297029703,1.298969,13.857142999999999,7.461538000000001,1.857143,0.076923,0.14285699999999998,0.19230799999999998,0.357143,12.692308,11.714286,23.571429000000002,4.0,4.402439,4.0484849999999994,4.214286,8.237288000000001
KET_21,0.8,0.684932,4.138029,5.852057,0.660563,58.342525,0.680556,0.8461540000000001,9.307692,2.157277,0.152778,0.22222199999999998,0.013888999999999999,0.041667,0.055555999999999994,0.011111,3.8493150684931514,1.402778,6.5454550000000005,5.142857,1.272727,0.07142899999999999,0.090909,0.07142899999999999,0.090909,8.928571,5.090909,11.363636,2.363636,4.25,3.904,3.692308,7.0103089999999995
KET_22,0.8365379999999999,0.592179,5.6022739999999995,7.9228119999999995,0.502868,59.88256,0.5804600000000001,0.8620690000000001,21.551724,3.282661,0.143678,0.201149,0.051724,0.063218,0.114943,0.019231,3.871508379888268,1.283333,14.5,8.285714,1.75,0.190476,0.333333,0.261905,0.458333,12.285714,12.333333,21.5,6.5,4.040541,4.25969,3.858974,7.444444
KET_23,0.890625,0.675439,5.09945,7.211711,0.586938,69.373666,0.675439,1.0,12.0,2.44949,0.10526300000000001,0.201754,0.096491,0.035088,0.131579,0.0,4.114035087719299,1.289474,10.363636,8.769231,1.181818,0.307692,0.363636,0.11538499999999999,0.136364,16.692307999999997,11.545455,19.727273,4.181818,4.204724,4.004608,4.608696,9.612403
KET_24,0.8947370000000001,0.735294,4.287465,6.063391,0.6844180000000001,71.80482099999999,0.735294,0.8888889999999999,7.111111,1.885618,0.117647,0.132353,0.08823500000000001,0.08823500000000001,0.17647100000000002,0.0,3.808823529411765,1.294118,9.714286,8.5,1.142857,0.5,0.571429,0.125,0.14285699999999998,13.5,10.428571,15.428571,3.285714,3.780822,3.824074,3.6956519999999995,8.786517
KET_25,0.877451,0.638889,6.061032,8.571594000000001,0.510233,72.49911999999999,0.636872,0.7741939999999999,18.580645,3.048003,0.134078,0.184358,0.094972,0.094972,0.189944,0.0,4.35,1.365591,15.0,11.25,1.333333,0.5625,0.75,0.28125,0.375,21.5,16.166667,28.666666999999997,5.75,4.628866,4.4069769999999995,4.768116,10.648402
KET_26,0.858268,0.697248,5.14737,7.27948,0.5984430000000001,75.033412,0.697248,0.923077,11.076922999999999,2.3533939999999998,0.11009200000000001,0.220183,0.073394,0.036697,0.11009200000000001,0.007873999999999999,4.2568807339449535,1.363636,11.0,7.3333330000000005,1.5,0.466667,0.7,0.1,0.15,9.866667,10.0,14.8,3.9,4.27,4.290541,4.307691999999999,8.0
KET_27,0.793478,0.7260270000000001,4.386311,6.203181,0.670402,71.029931,0.7260270000000001,1.0,15.0,2.738613,0.205479,0.191781,0.068493,0.082192,0.15068499999999999,0.0,3.7945205479452055,1.213333,6.0833330000000005,4.866667,1.25,0.06666699999999999,0.083333,0.0,0.0,10.0,4.8333330000000005,12.5,1.5,3.724138,3.766667,3.5,6.9583330000000005
KET_28,0.826667,0.6117020000000001,5.930672,8.387236999999999,0.499259,66.084887,0.607527,0.8214290000000001,18.892857,3.0735040000000002,0.12365599999999999,0.198925,0.053763,0.053763,0.107527,0.008889,4.085106382978723,1.26455,11.8125,7.2692309999999996,1.625,0.269231,0.4375,0.25,0.40625,10.0,11.625,16.25,4.75,4.0752690000000005,4.242308,3.697368,8.540773
KET_29,0.882812,0.707965,5.321521,7.525767,0.594717,80.214291,0.707965,1.0,12.0,2.44949,0.106195,0.221239,0.106195,0.061947,0.168142,0.0,4.176991150442478,1.300885,8.692308,8.071429,1.0769229999999999,0.214286,0.230769,0.25,0.269231,10.928571,8.076922999999999,11.769231,3.0,4.52381,4.084967,4.102564,7.575758
KET_30,0.8809520000000001,0.743243,4.520972,6.393619999999999,0.6720689999999999,78.07656800000001,0.743243,0.923077,11.076922999999999,2.3533939999999998,0.162162,0.22973000000000002,0.06756799999999999,0.040541,0.108108,0.0,3.756756756756757,1.16,12.5,9.375,1.333333,0.125,0.166667,0.25,0.333333,16.5,10.0,22.0,4.1666669999999995,3.916667,3.893939,3.64,8.43956
KET_31,0.847619,0.603352,5.707977,8.072299000000001,0.504884,62.596709999999995,0.601124,0.68,11.56,2.404163,0.095506,0.213483,0.056179999999999994,0.073034,0.12921300000000002,0.004762,3.681564245810056,1.251366,10.0,9.0,1.111111,0.4,0.44444399999999995,0.2,0.22222199999999998,14.9,9.444444,16.555556,2.555556,3.611765,3.825503,4.0,8.527273
KET_32,0.899225,0.603448,4.595725,6.499337000000001,0.56909,51.555071000000005,0.603448,0.9,8.1,2.012461,0.077586,0.181034,0.060345,0.034483,0.094828,0.0,3.9137931034482767,1.1724139999999998,12.888889,8.923077000000001,1.444444,0.461538,0.666667,0.11538499999999999,0.166667,11.615385,14.777778,16.777778,7.222222,3.9548870000000003,3.8609269999999998,3.815385,8.340741
KET_33,0.8539329999999999,0.789474,4.866643,6.882472,0.677567,102.30979,0.789474,0.916667,10.083333,2.245366,0.14473699999999998,0.21052600000000002,0.078947,0.039474,0.118421,0.033708,4.039473684210527,1.474359,8.444444,6.909091,1.222222,0.363636,0.44444399999999995,0.0,0.0,10.909091,7.555556,13.333332999999998,3.222222,3.8970589999999996,4.116667,4.517241,7.41573
KET_34,0.874396,0.607735,5.781472,8.176236,0.504054,64.005225,0.607735,0.814815,17.925926,2.993821,0.121547,0.220994,0.049724000000000004,0.049724000000000004,0.09944800000000001,0.004831,3.9668508287292816,1.342391,15.166667000000002,8.666667,1.75,0.28571399999999997,0.5,0.14285699999999998,0.25,14.761904999999999,16.0,25.833333,5.8333330000000005,4.2395830000000005,3.854839,3.942857,8.901961
KET_35,0.894309,0.618182,4.584559,6.483546,0.580417,53.404516,0.618182,0.857143,5.142857,1.603567,0.054545,0.245455,0.063636,0.045455,0.10909100000000001,0.0,4.536363636363637,1.3839290000000002,15.714285999999998,10.0,1.5714290000000002,0.363636,0.571429,0.227273,0.357143,15.727273,24.857143,24.714285999999998,8.857142999999999,5.005747,4.624276999999999,4.16129,10.108527
KET_36,0.873684,0.7349399999999999,4.7345180000000004,6.69562,0.650983,79.16614200000001,0.7349399999999999,0.9285709999999999,12.071429,2.456769,0.156627,0.22891599999999998,0.084337,0.036145,0.12048199999999999,0.0,3.783132530120482,1.2380950000000002,9.222222,8.3,1.111111,0.2,0.22222199999999998,0.1,0.11111099999999999,18.7,8.555556,20.777778,3.222222,3.883117,3.823529,3.6551720000000003,9.126214
KET_37,0.858447,0.571429,5.554921,7.855844,0.491346,56.516118000000006,0.569149,0.757576,18.939394,3.077287,0.13297899999999999,0.170213,0.053190999999999995,0.037233999999999996,0.09042599999999999,0.0,4.17989417989418,1.338542,13.428571,8.952380999999999,1.5,0.380952,0.571429,0.214286,0.321429,20.47619,9.571429,30.714285999999998,6.428571,4.320896,4.327907,4.3333330000000005,9.974138
KET_38,0.838462,0.747748,5.570595,7.878011,0.605092,96.90858,0.743119,1.0,11.0,2.345208,0.10091699999999999,0.24770599999999998,0.11009200000000001,0.09174299999999999,0.201835,0.007692,4.297297297297297,1.372727,9.166667,6.111111,1.5,0.11111099999999999,0.166667,0.22222199999999998,0.333333,7.777778,10.5,11.666667,5.1666669999999995,4.65873,4.457143,4.209677,7.251799
KET_39,0.88,0.715909,4.748804,6.715822999999999,0.63718,74.10087299999999,0.715909,1.0,18.0,3.0,0.204545,0.159091,0.056817999999999994,0.11363599999999999,0.170455,0.01,3.954545454545455,1.280899,9.777778,8.0,1.222222,0.272727,0.333333,0.136364,0.166667,14.0,7.3333330000000005,17.111110999999998,3.777778,3.787879,4.2077919999999995,4.205882,8.756757
KET_40,0.8199049999999999,0.610169,5.7401349999999995,8.117777,0.507728,64.02031099999999,0.601156,0.75,20.25,3.181981,0.156069,0.150289,0.063584,0.057803,0.121387,0.0,4.192090395480227,1.302198,10.875,7.565217,1.4375,0.434783,0.625,0.195652,0.28125,16.565217,9.0,23.8125,3.25,4.1875,4.259843,4.2307690000000004,10.041322000000001
KET_41,0.8714290000000001,0.622951,4.865401,6.880717,0.565661,57.170563,0.622951,0.833333,8.333333,2.041241,0.081967,0.180328,0.13114800000000001,0.04918,0.180328,0.007143000000000001,4.024590163934426,1.2682930000000001,12.3,8.2,1.5,0.2,0.3,0.266667,0.4,9.866667,14.8,14.8,3.2,4.337838,4.101351,4.21875,8.072992999999999
KET_42,0.849462,0.746835,4.693788,6.638019,0.661849,82.17126800000001,0.746835,0.8,9.6,2.19089,0.151899,0.151899,0.063291,0.025315999999999998,0.088608,0.0,3.873417721518988,1.225,8.777778,7.181817999999999,1.222222,0.272727,0.333333,0.090909,0.11111099999999999,13.090909,6.444444,16.0,3.333333,3.87931,4.1875,3.8666669999999996,7.698113
KET_43,0.875,0.620879,5.922809,8.376117,0.505545,67.646541,0.620879,0.814815,17.925926,2.993821,0.120879,0.203297,0.07142899999999999,0.027473,0.098901,0.0,4.032967032967034,1.172973,13.142857000000001,8.761905,1.5,0.380952,0.571429,0.30952399999999997,0.464286,12.428571,16.571429000000002,18.642857,5.642857,4.185345,4.038314,4.088608,8.41629
KET_44,0.8832120000000001,0.6528930000000001,5.078312,7.181817999999999,0.573071,64.60550400000001,0.6528930000000001,0.818182,14.727273,2.713602,0.14876,0.16528900000000002,0.066116,0.049587,0.115702,0.0,4.388429752066116,1.3305790000000002,15.125,8.066667,1.875,0.333333,0.625,0.166667,0.3125,12.466667,10.375,23.375,6.875,4.771083999999999,4.1229949999999995,4.018182,8.941175999999999
KET_45,0.8125,0.6582279999999999,4.136898,5.850457,0.64135,53.85848000000001,0.653846,0.6,3.6,1.341641,0.076923,0.24359,0.064103,0.025641000000000004,0.089744,0.0,3.886075949367088,1.275,7.090909,6.0,1.181818,0.307692,0.363636,0.0,0.0,8.923077000000001,8.181818,10.545455,4.0,4.111111,3.853448,4.090909,6.886364
KET_46,0.858491,0.6120220000000001,5.854334,8.279278,0.503214,65.420252,0.6098899999999999,0.777778,10.888889,2.333333,0.076923,0.230769,0.065934,0.038462,0.104396,0.0,4.284153005464482,1.252688,13.0,7.913042999999999,1.642857,0.26087,0.428571,0.282609,0.464286,11.391304,12.857142999999999,18.714285999999998,5.428571,4.933333,4.209924,4.342105,8.697248
KET_47,0.875,0.690265,5.188483,7.337623,0.5912810000000001,73.87420300000001,0.6875,0.9285709999999999,12.071429,2.456769,0.11607100000000001,0.223214,0.08035700000000001,0.07142899999999999,0.15178599999999998,0.015625,4.451327433628318,1.410714,16.0,7.466667,2.142857,0.06666699999999999,0.14285699999999998,0.13333299999999998,0.28571399999999997,11.333333,12.571429,24.285714000000002,7.142857000000001,4.715909,4.605882,4.56,7.45
KET_48,0.8586959999999999,0.7721520000000001,4.852899,6.863036,0.6672600000000001,94.288392,0.7721520000000001,1.0,11.0,2.345208,0.139241,0.18987300000000001,0.139241,0.088608,0.227848,0.0,3.9367088607594938,1.3375,11.285714,7.9,1.4285709999999998,0.2,0.28571399999999997,0.15,0.214286,8.0,10.571429,11.428571,3.0,4.22973,4.1875,4.190476,6.371134
KET_49,0.849057,0.635359,6.044266,8.547883,0.508821,71.613505,0.633333,0.923077,22.153845999999998,3.3282010000000004,0.13333299999999998,0.21111100000000002,0.077778,0.044444,0.122222,0.014150999999999999,4.193370165745856,1.352941,12.928571,9.05,1.4285709999999998,0.25,0.357143,0.25,0.357143,13.05,15.071429,18.642857,6.857142999999999,4.175355000000001,4.3563220000000005,4.1875,8.704761999999999
KET_50,0.8809520000000001,0.6875,5.144779,7.275816000000001,0.592156,72.650593,0.684685,0.9285709999999999,12.071429,2.456769,0.11711700000000001,0.216216,0.099099,0.045045,0.144144,0.007937,4.321428571428571,1.279279,15.857142999999999,7.928571000000001,2.0,0.28571399999999997,0.571429,0.321429,0.642857,13.142857000000001,13.857142999999999,26.285714000000002,8.428571,4.8453610000000005,4.413043,4.3220339999999995,9.826087
KET_51,0.844037,0.804348,5.4553519999999995,7.715033,0.6473800000000001,122.751655,0.804348,0.8947370000000001,15.210526000000002,2.757764,0.184783,0.173913,0.065217,0.076087,0.14130399999999999,0.027523000000000002,3.8695652173913038,1.252632,13.142857000000001,8.363636,1.5714290000000002,0.545455,0.857143,0.090909,0.14285699999999998,13.0,12.0,20.428570999999998,2.0,3.952381,3.8881120000000005,4.285714,7.603447999999999
KET_52,0.8884299999999999,0.47907,4.967101,7.024541999999999,0.456016,42.111371000000005,0.47907,0.666667,13.333332999999998,2.581989,0.09302300000000001,0.167442,0.046512,0.037209,0.083721,0.004132,4.093023255813954,1.3732719999999998,15.428571,9.0,1.714286,0.375,0.642857,0.208333,0.357143,13.125,13.285714000000002,22.5,6.428571,4.139785,4.098413,3.933333,8.666667
KET_53,0.875,0.733333,5.313505,7.514431,0.611576,87.76794699999999,0.733333,1.0,9.0,2.12132,0.085714,0.2,0.14285699999999998,0.06666699999999999,0.209524,0.0,4.542857142857144,1.47619,15.0,8.75,1.714286,0.166667,0.28571399999999997,0.25,0.428571,15.416667000000002,14.0,26.428571,11.571429,4.816326999999999,4.589189,4.222222,8.091743
KET_54,0.8857139999999999,0.744681,5.105275,7.219949000000001,0.6321869999999999,88.332049,0.741935,1.0,17.0,2.915476,0.18279600000000001,0.193548,0.032257999999999995,0.06451599999999999,0.096774,0.0,3.6595744680851054,1.215054,11.625,10.333333,1.125,0.333333,0.375,0.277778,0.3125,22.333333,9.375,25.125,2.0,3.706667,3.6368160000000005,3.8125,8.837607
KET_55,0.853982,0.606218,5.955143,8.421844,0.49454,65.36833299999999,0.606218,0.8857139999999999,27.457143,3.7052089999999995,0.16062200000000001,0.19171,0.051813,0.051813,0.103627,0.00885,4.1450777202072535,1.2959180000000001,12.0625,7.72,1.5625,0.44,0.6875,0.2,0.3125,12.76,12.0,19.9375,3.9375,4.2239580000000005,4.30094,4.3015870000000005,8.804878
KET_56,0.8709680000000001,0.697248,5.14737,7.27948,0.5984430000000001,75.033412,0.694444,0.866667,11.266667,2.373464,0.12037,0.175926,0.12963,0.101852,0.231481,0.008065000000000001,4.018348623853211,1.333333,10.8,7.714286,1.4,0.28571399999999997,0.4,0.178571,0.25,13.857142999999999,8.7,19.4,3.1,4.436782,3.9948449999999998,3.741935,8.469697
KET_57,0.858491,0.7032970000000001,4.743996,6.709022999999999,0.6289710000000001,70.894886,0.7032970000000001,0.777778,10.888889,2.333333,0.153846,0.175824,0.076923,0.043956,0.120879,0.0,3.571428571428572,1.115789,8.272727,8.272727,1.0,0.363636,0.363636,0.181818,0.181818,13.727273,7.181817999999999,13.727273,3.4545449999999995,3.582278,3.5827809999999998,3.394737,7.559322
KET_58,0.8215959999999999,0.585635,5.571236,7.878918,0.5000819999999999,58.638905,0.571429,0.8421049999999999,13.473684,2.595543,0.091429,0.171429,0.091429,0.051428999999999996,0.14285699999999998,0.004695,4.414364640883979,1.389831,12.571429,7.6521740000000005,1.642857,0.21739099999999997,0.357143,0.130435,0.214286,10.478261,16.285714000000002,17.214285999999998,7.428571000000001,4.692982,4.178423,4.278846,8.721950999999999
KET_59,0.889706,0.677686,5.27116,7.4545449999999995,0.577959,72.007244,0.677686,0.833333,12.5,2.5,0.12396700000000001,0.22314,0.099174,0.057851,0.157025,0.0,4.512396694214876,1.446281,11.0,8.066667,1.363636,0.333333,0.454545,0.23333299999999998,0.318182,13.466667000000001,10.090909,18.363636,3.818182,4.738739,4.267327,3.8095239999999997,9.614286
KET_60,0.8971959999999999,0.78125,5.412659,7.654655,0.635726,108.939651,0.78125,1.0,14.0,2.6457509999999997,0.145833,0.197917,0.10416700000000001,0.041667,0.145833,0.0,4.072916666666667,1.278351,9.6,9.6,1.0,0.4,0.4,0.2,0.2,13.9,7.4,13.9,2.0,3.6621620000000004,4.100719000000001,3.85,7.321428999999999
KET_61,0.823789,0.62766,6.085385,8.606034,0.5019680000000001,70.498014,0.625668,0.8620690000000001,21.551724,3.282661,0.13369,0.171123,0.085561,0.064171,0.149733,0.0,4.122340425531915,1.291667,11.875,7.037037,1.6875,0.22222199999999998,0.375,0.22222199999999998,0.375,10.62963,14.125,17.9375,5.375,4.146018,4.421603,4.290698,8.836066
KET_62,0.894366,0.598425,4.768664,6.7439089999999995,0.5544140000000001,52.698205,0.598425,0.9285709999999999,12.071429,2.456769,0.102362,0.188976,0.102362,0.05511799999999999,0.15748,0.014085,4.21259842519685,1.370079,18.142857,8.466667,2.142857,0.333333,0.714286,0.166667,0.357143,13.333332999999998,20.571429000000002,28.571429,11.0,4.3958330000000005,4.125,4.285714,9.678322
KET_63,0.874396,0.646409,6.149383,8.696541999999999,0.51067,74.985465,0.646409,0.913043,19.173913,3.0962810000000003,0.116022,0.237569,0.066298,0.060773,0.127072,0.004831,4.337016574585634,1.346154,13.923077,7.869565,1.7692310000000002,0.173913,0.307692,0.130435,0.230769,10.304348,14.230769,18.230769,7.7692309999999996,4.367568,4.080169000000001,4.069307,7.187817
KET_64,0.867257,0.727273,5.116817,7.2362720000000005,0.620101,82.85894499999999,0.72449,0.923077,11.076922999999999,2.3533939999999998,0.122449,0.244898,0.11224500000000001,0.061224,0.173469,0.0,4.363636363636363,1.425743,11.222222,8.416667,1.333333,0.333333,0.44444399999999995,0.291667,0.388889,12.5,11.555556,16.666667,4.111111,4.6442309999999996,4.28,3.621622,8.206897
PET_1,0.8401360000000001,0.550607,6.1189290000000005,8.653473,0.45096400000000003,58.34804200000001,0.550607,0.607143,10.321429,2.271721,0.068826,0.311741,0.09311699999999999,0.012145999999999999,0.10526300000000001,0.020408000000000003,5.0,1.529412,11.318182,7.114286,1.590909,0.028571,0.045455,0.2,0.318182,8.114286,21.590909,12.909091,10.045455,5.296842,4.767606,4.773756,8.314176
PET_2,0.8636360000000001,0.60733,5.9350760000000005,8.393464999999999,0.496226,65.37225600000001,0.605263,0.8,19.2,3.098387,0.126316,0.231579,0.047368,0.042105000000000004,0.089474,0.009091,4.094240837696336,1.357513,17.545455,9.190476,1.909091,0.333333,0.636364,0.357143,0.681818,17.904761999999998,17.272727,34.181818,8.181818,4.2210529999999995,4.3297870000000005,3.9555559999999996,10.844622
PET_3,0.8636360000000001,0.6888890000000001,5.6598,8.004166,0.562801,79.531436,0.684211,1.0,15.0,2.738613,0.112782,0.263158,0.120301,0.022556,0.14285699999999998,0.012987,4.807407407407409,1.637037,14.777778,7.823529,1.888889,0.235294,0.44444399999999995,0.17647100000000002,0.333333,11.529411999999999,12.444444,21.777778,6.888889,5.142857,4.908163,4.209677,7.962733
PET_4,0.86618,0.47945200000000004,6.477041000000001,9.159919,0.39001399999999997,52.351121,0.466292,0.8,22.4,3.3466400000000003,0.078652,0.25561799999999996,0.047753,0.016854,0.06460700000000001,0.017032,4.145205479452055,1.3407200000000001,16.363636,9.473684,1.727273,0.157895,0.272727,0.19736800000000002,0.340909,19.368420999999998,21.045455,33.454545,13.636364000000002,4.483801000000001,4.217391,4.076667,9.720207
PET_5,0.893805,0.60396,6.069726999999999,8.58389,0.487645,66.029917,0.60396,0.738095,22.880952,3.3823769999999995,0.15346500000000002,0.133663,0.074257,0.059405999999999994,0.133663,0.004425,4.118811881188118,1.3152709999999999,13.466667000000001,9.181818,1.466667,0.5,0.733333,0.136364,0.2,21.681818,11.733333,31.8,4.933333,4.0795449999999995,4.081761,3.635135,10.264000000000001
PET_6,0.8670889999999999,0.71223,5.937625,8.39707,0.562295,89.76659599999999,0.708029,0.909091,9.090909,2.1320069999999998,0.07299299999999999,0.321168,0.080292,0.05839400000000001,0.138686,0.0063289999999999996,4.489208633093525,1.4671530000000002,15.444444,8.176471000000001,1.888889,0.117647,0.22222199999999998,0.235294,0.44444399999999995,10.176471000000001,21.444444,19.222222,10.0,4.575130000000001,4.6184970000000005,4.277778,8.43038
